Name,Version,Provider,Permission/Role,Required,Read Only
Azure Rightsize Managed Disks,2.6.4,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Rightsize Managed Disks,2.6.4,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Rightsize Managed Disks,2.6.4,Flexera,billing_center_viewer,true,true
Azure Rightsize MySQL Flexible Servers,0.2.6,Azure Resource Manager,Microsoft.DBforMySQL/flexibleServers/read,true,true
Azure Rightsize MySQL Flexible Servers,0.2.6,Azure Resource Manager,Microsoft.DBforMySQL/flexibleServers/update,false,false
Azure Rightsize MySQL Flexible Servers,0.2.6,Azure Resource Manager,Microsoft.DBforMySQL/flexibleServers/delete,false,false
Azure Rightsize MySQL Flexible Servers,0.2.6,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Rightsize MySQL Flexible Servers,0.2.6,Flexera,billing_center_viewer,true,true
Azure Rightsize MySQL Single Servers,0.2.6,Azure Resource Manager,Microsoft.DBforMySQL/servers/read,true,true
Azure Rightsize MySQL Single Servers,0.2.6,Azure Resource Manager,Microsoft.DBforMySQL/servers/update,false,false
Azure Rightsize MySQL Single Servers,0.2.6,Azure Resource Manager,Microsoft.DBforMySQL/servers/delete,false,false
Azure Rightsize MySQL Single Servers,0.2.6,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Rightsize MySQL Single Servers,0.2.6,Flexera,billing_center_viewer,true,true
Azure Rightsize NetApp Resources,2.0.9,Azure Resource Manager,Microsoft.NetApp/netAppAccounts/capacityPools/read,true,true
Azure Rightsize NetApp Resources,2.0.9,Azure Resource Manager,Microsoft.NetApp/netAppAccounts/capacityPools/write,false,false
Azure Rightsize NetApp Resources,2.0.9,Azure Resource Manager,Microsoft.NetApp/netAppAccounts/capacityPools/volumes/read,true,true
Azure Rightsize NetApp Resources,2.0.9,Azure Resource Manager,Microsoft.NetApp/netAppAccounts/capacityPools/volumes/write,false,false
Azure Rightsize NetApp Resources,2.0.9,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Rightsize NetApp Resources,2.0.9,Flexera,billing_center_viewer,true,true
Azure Rightsize SQL Database Storage,0.1.7,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure Rightsize SQL Database Storage,0.1.7,Azure Resource Manager,Microsoft.Sql/servers/databases/read,true,true
Azure Rightsize SQL Database Storage,0.1.7,Azure Resource Manager,Microsoft.Sql/servers/databases/metrics/read,true,true
Azure Rightsize SQL Database Storage,0.1.7,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Rightsize SQL Database Storage,0.1.7,Flexera,billing_center_viewer,true,true
Azure Rightsize SQL Databases,6.0.5,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure Rightsize SQL Databases,6.0.5,Azure Resource Manager,Microsoft.Sql/servers/databases/read,true,true
Azure Rightsize SQL Databases,6.0.5,Azure Resource Manager,Microsoft.Sql/servers/databases/metrics/read,true,true
Azure Rightsize SQL Databases,6.0.5,Azure Resource Manager,Microsoft.Sql/servers/databases/update,false,false
Azure Rightsize SQL Databases,6.0.5,Azure Resource Manager,Microsoft.Sql/servers/databases/delete,false,false
Azure Rightsize SQL Databases,6.0.5,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Rightsize SQL Databases,6.0.5,Flexera,billing_center_viewer,true,true
Azure Rightsize SQL Managed Instance Storage,0.2.7,Azure Resource Manager,Microsoft.Sql/managedInstances/read,true,true
Azure Rightsize SQL Managed Instance Storage,0.2.7,Azure Resource Manager,Microsoft.Sql/managedInstances/metrics/read,true,true
Azure Rightsize SQL Managed Instance Storage,0.2.7,Azure Resource Manager,Microsoft.Sql/managedInstances/update,false,false
Azure Rightsize SQL Managed Instance Storage,0.2.7,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Rightsize SQL Managed Instance Storage,0.2.7,Flexera,billing_center_viewer,true,true
Azure Rightsize SQL Managed Instances,0.3.6,Azure Resource Manager,Microsoft.Sql/managedInstances/read,true,true
Azure Rightsize SQL Managed Instances,0.3.6,Azure Resource Manager,Microsoft.Sql/managedInstances/metrics/read,true,true
Azure Rightsize SQL Managed Instances,0.3.6,Azure Resource Manager,Microsoft.Sql/managedInstances/update,false,false
Azure Rightsize SQL Managed Instances,0.3.6,Azure Resource Manager,Microsoft.Sql/managedInstances/delete,false,false
Azure Rightsize SQL Managed Instances,0.3.6,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Rightsize SQL Managed Instances,0.3.6,Flexera,billing_center_viewer,true,true
Azure Rightsize Synapse SQL Pools,0.1.6,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Rightsize Synapse SQL Pools,0.1.6,Azure Resource Manager,Microsoft.Synapse/workspaces/read,true,true
Azure Rightsize Synapse SQL Pools,0.1.6,Azure Resource Manager,Microsoft.Synapse/sqlPools/read,true,true
Azure Rightsize Synapse SQL Pools,0.1.6,Azure Resource Manager,Microsoft.Synapse/sqlPools/pause/action,true,true
Azure Rightsize Synapse SQL Pools,0.1.6,Azure Resource Manager,Microsoft.Synapse/sqlPools/resume/action,true,true
Azure Rightsize Synapse SQL Pools,0.1.6,Azure Resource Manager,Microsoft.Synapse/sqlPools/write,true,true
Azure Rightsize Synapse SQL Pools,0.1.6,Azure Resource Manager,Microsoft.Synapse/sqlPools/delete,true,true
Azure Rightsize Synapse SQL Pools,0.1.6,Flexera,billing_center_viewer,true,true
Azure Rule-Based Dimension From Resource Group Tags,2.0.3,Azure Resource Manager,Microsoft.Resources/subscriptions/resources/read,true,true
Azure Rule-Based Dimension From Resource Group Tags,2.0.3,Azure Resource Manager,Microsoft.Resources/subscriptions/providers/read,true,true
Azure Rule-Based Dimension From Resource Group Tags,2.0.3,Azure Resource Manager,Microsoft.Resources/tags/read,true,true
Azure Rule-Based Dimension From Resource Group Tags,2.0.3,Flexera,observer,true,true
Azure Rule-Based Dimension From Resource Group Tags,2.0.3,Flexera,billing_center_viewer,true,true
Azure Rule-Based Dimension From Resource Group Tags,2.0.3,Flexera,rule_based_dimensions_manager,true,true
Azure Rule-Based Dimension From Subscription Tags,2.0.3,Azure Resource Manager,Microsoft.Resources/subscriptions/resources/read,true,true
Azure Rule-Based Dimension From Subscription Tags,2.0.3,Azure Resource Manager,Microsoft.Resources/subscriptions/providers/read,true,true
Azure Rule-Based Dimension From Subscription Tags,2.0.3,Azure Resource Manager,Microsoft.Resources/tags/read,true,true
Azure Rule-Based Dimension From Subscription Tags,2.0.3,Flexera,observer,true,true
Azure Rule-Based Dimension From Subscription Tags,2.0.3,Flexera,billing_center_viewer,true,true
Azure Rule-Based Dimension From Subscription Tags,2.0.3,Flexera,rule_based_dimensions_manager,true,true
Azure SQL Databases Without Encryption,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure SQL Databases Without Encryption,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure SQL Databases Without Encryption,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/databases/read,true,true
Azure SQL Databases Without Encryption,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/databases/transparentDataEncryption/read,true,true
Azure SQL Databases Without Encryption,3.0.5,Flexera,billing_center_viewer,true,true
Azure SQL Servers Vulnerability Assessment Does Not Notify Admins,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure SQL Servers Vulnerability Assessment Does Not Notify Admins,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure SQL Servers Vulnerability Assessment Does Not Notify Admins,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/vulnerabilityAssessments/read,true,true
Azure SQL Servers Vulnerability Assessment Does Not Notify Admins,3.0.5,Flexera,billing_center_viewer,true,true
Azure SQL Servers Vulnerability Assessment Without Email Notifications,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure SQL Servers Vulnerability Assessment Without Email Notifications,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure SQL Servers Vulnerability Assessment Without Email Notifications,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/vulnerabilityAssessments/read,true,true
Azure SQL Servers Vulnerability Assessment Without Email Notifications,3.0.5,Flexera,billing_center_viewer,true,true
Azure SQL Servers Vulnerability Assessment Without Periodic Scans,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure SQL Servers Vulnerability Assessment Without Periodic Scans,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure SQL Servers Vulnerability Assessment Without Periodic Scans,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/vulnerabilityAssessments/read,true,true
Azure SQL Servers Vulnerability Assessment Without Periodic Scans,3.0.5,Flexera,billing_center_viewer,true,true
Azure SQL Servers With Insufficient Auditing Retention,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure SQL Servers With Insufficient Auditing Retention,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure SQL Servers With Insufficient Auditing Retention,3.0.5,Flexera,billing_center_viewer,true,true
Azure SQL Servers Without Active Directory Admin,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure SQL Servers Without Active Directory Admin,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure SQL Servers Without Active Directory Admin,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/administrators/read,true,true
Azure SQL Servers Without Active Directory Admin,3.0.5,Flexera,billing_center_viewer,true,true
Azure SQL Servers Without Advanced Threat Protection (ATP),3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure SQL Servers Without Advanced Threat Protection (ATP),3.0.5,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure SQL Servers Without Advanced Threat Protection (ATP),3.0.5,Azure Resource Manager,Microsoft.Sql/servers/securityAlertPolicies/read,true,true
Azure SQL Servers Without Advanced Threat Protection (ATP),3.0.5,Flexera,billing_center_viewer,true,true
Azure SQL Servers Without Auditing Enabled,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure SQL Servers Without Auditing Enabled,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure SQL Servers Without Auditing Enabled,3.0.5,Flexera,billing_center_viewer,true,true
Azure SQL Servers Without Elastic Pools,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure SQL Servers Without Elastic Pools,3.0.5,Flexera,billing_center_viewer,true,true
Azure SQL Servers Without Vulnerability Assessment (VA) Enabled,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure SQL Servers Without Vulnerability Assessment (VA) Enabled,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure SQL Servers Without Vulnerability Assessment (VA) Enabled,3.0.5,Azure Resource Manager,Microsoft.Sql/servers/vulnerabilityAssessments/read,true,true
Azure SQL Servers Without Vulnerability Assessment (VA) Enabled,3.0.5,Flexera,billing_center_viewer,true,true
Azure Savings Plan Recommendations,3.1.6,Azure Resource Manager,Microsoft.CostManagement/benefitRecommendations/read,true,true
Azure Savings Plan Recommendations,3.1.6,Flexera,billing_center_viewer,true,true
Azure Savings Plan Utilization,0.1.5,Azure Resource Manager,Microsoft.Billing/billingAccounts/read,true,true
Azure Savings Plan Utilization,0.1.5,Flexera,billing_center_viewer,true,true
Azure Savings Realized from Reservations,3.9.6,Flexera,billing_center_viewer,true,true
Azure Schedule Instance,7.0.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Schedule Instance,7.0.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,true,false
Azure Schedule Instance,7.0.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/delete,true,false
Azure Schedule Instance,7.0.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/start/action,true,false
Azure Schedule Instance,7.0.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/deallocate/action,true,false
Azure Schedule Instance,7.0.7,Flexera,billing_center_viewer,true,true
Azure Storage Accounts Allowing Default Network Access,3.0.5,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Storage Accounts Allowing Default Network Access,3.0.5,Flexera,billing_center_viewer,true,true
Azure Storage Accounts Without Secure TLS,3.0.5,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Storage Accounts Without Secure TLS,3.0.5,Flexera,billing_center_viewer,true,true
Azure Storage Accounts Without Secure Transfer,3.0.5,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Storage Accounts Without Secure Transfer,3.0.5,Flexera,billing_center_viewer,true,true
Azure Storage Accounts Without Trusted Microsoft Services Access,3.0.5,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Storage Accounts Without Trusted Microsoft Services Access,3.0.5,Flexera,billing_center_viewer,true,true
Azure Storage Accounts without Lifecycle Management Policies,4.0.6,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Storage Accounts without Lifecycle Management Policies,4.0.6,Flexera,billing_center_viewer,true,true
Azure Subscriptions Without High Severity Alerts,3.0.4,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure Subscriptions Without High Severity Alerts,3.0.4,Azure Resource Manager,Microsoft.Security/securityContacts/read,true,true
Azure Subscriptions Without High Severity Alerts,3.0.4,Flexera,billing_center_viewer,true,true
Azure Subscriptions Without Log Analytics Auto-Provisioning,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure Subscriptions Without Log Analytics Auto-Provisioning,3.0.5,Azure Resource Manager,Microsoft.Security/autoProvisioningSettings/read,true,true
Azure Subscriptions Without Log Analytics Auto-Provisioning,3.0.5,Flexera,billing_center_viewer,true,true
Azure Subscriptions Without Owner Security Alerts,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure Subscriptions Without Owner Security Alerts,3.0.5,Azure Resource Manager,Microsoft.Security/securityContacts/read,true,true
Azure Subscriptions Without Owner Security Alerts,3.0.5,Flexera,billing_center_viewer,true,true
Azure Subscriptions Without Security Contact Email,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure Subscriptions Without Security Contact Email,3.0.5,Azure Resource Manager,Microsoft.Security/securityContacts/read,true,true
Azure Subscriptions Without Security Contact Email,3.0.5,Flexera,billing_center_viewer,true,true
Azure Superseded Compute Instances,3.0.2,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Superseded Compute Instances,3.0.2,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,false,false
Azure Superseded Compute Instances,3.0.2,Flexera,billing_center_viewer,true,true
Azure Table Storage Accounts Without Logging Enabled,3.0.5,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Table Storage Accounts Without Logging Enabled,3.0.5,Azure Storage,Storage Table Data Reader,true,true
Azure Table Storage Accounts Without Logging Enabled,3.0.5,Flexera,billing_center_viewer,true,true
Azure Tag Cardinality Report,3.2.6,Azure Resource Manager,Microsoft.Resources/subscriptions/resources/read,true,true
Azure Tag Cardinality Report,3.2.6,Azure Resource Manager,Microsoft.Resources/subscriptions/providers/read,true,true
Azure Tag Cardinality Report,3.2.6,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure Tag Cardinality Report,3.2.6,Azure Resource Manager,Microsoft.Resources/resourceGroups/read,true,true
Azure Tag Cardinality Report,3.2.6,Azure Resource Manager,Microsoft.Resources/tags/read,true,true
Azure Tag Cardinality Report,3.2.6,Flexera,billing_center_viewer,true,true
Azure Untagged Resources,3.3.4,Azure Resource Manager,Microsoft.Resources/subscriptions/providers/read,true,true
Azure Untagged Resources,3.3.4,Azure Resource Manager,Microsoft.Resources/subscriptions/resources/read,true,true
Azure Untagged Resources,3.3.4,Azure Resource Manager,Microsoft.Resources/subscriptions/resourceGroups/read,true,true
Azure Untagged Resources,3.3.4,Azure Resource Manager,Microsoft.Resources/tags/read,true,true
Azure Untagged Resources,3.3.4,Azure Resource Manager,Microsoft.Resources/tags/write,false,false
Azure Untagged Resources,3.3.4,Flexera,billing_center_viewer,true,true
Azure Untagged Virtual Machines,1.1.6,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Untagged Virtual Machines,1.1.6,Azure Resource Manager,Microsoft.Resources/tags/read,true,true
Azure Untagged Virtual Machines,1.1.6,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,false,false
Azure Untagged Virtual Machines,1.1.6,Azure Resource Manager,Microsoft.Resources/tags/write,false,false
Azure Untagged Virtual Machines,1.1.6,Flexera,billing_center_viewer,true,true
Azure Unused App Service Plans,0.1.6,Azure Resource Manager,Microsoft.Web/sites/read,true,true
Azure Unused App Service Plans,0.1.6,Azure Resource Manager,Microsoft.Web/serverfarms/read,true,true
Azure Unused App Service Plans,0.1.6,Azure Resource Manager,Microsoft.Web/serverfarms/delete,false,false
Azure Unused App Service Plans,0.1.6,Flexera,billing_center_viewer,true,true
Azure Unused Firewalls,0.2.7,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Unused Firewalls,0.2.7,Azure Resource Manager,Microsoft.Network/azureFirewalls/read,true,true
Azure Unused Firewalls,0.2.7,Azure Resource Manager,Microsoft.Network/azureFirewalls/delete,false,false
Azure Unused Firewalls,0.2.7,Flexera,billing_center_viewer,true,true
Azure Unused IP Addresses,7.3.6,Azure Resource Manager,Microsoft.Network/publicIPAddresses/read,true,true
Azure Unused IP Addresses,7.3.6,Azure Resource Manager,Microsoft.Network/publicIPAddresses/delete,false,false
Azure Unused IP Addresses,7.3.6,Azure Resource Manager,Microsoft.Insights/eventtypes/values/read,true,true
Azure Unused IP Addresses,7.3.6,Flexera,billing_center_viewer,true,true
Azure Unused Load Balancers,0.1.7,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Unused Load Balancers,0.1.7,Azure Resource Manager,Microsoft.Network/loadBalancers/read,true,true
Azure Unused Load Balancers,0.1.7,Azure Resource Manager,Microsoft.Network/loadBalancers/delete,false,false
Azure Unused Load Balancers,0.1.7,Flexera,billing_center_viewer,true,true
Azure Unused SQL Databases,5.4.7,Azure Resource Manager,Microsoft.Sql/servers/databases/read,true,true
Azure Unused SQL Databases,5.4.7,Azure Resource Manager,Microsoft.Sql/servers/databases/metrics/read,true,true
Azure Unused SQL Databases,5.4.7,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Unused SQL Databases,5.4.7,Azure Resource Manager,Microsoft.Sql/servers/databases/delete,false,false
Azure Unused SQL Databases,5.4.7,Flexera,billing_center_viewer,true,true
Azure Unused Storage Accounts,0.1.3,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure Unused Storage Accounts,0.1.3,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Unused Storage Accounts,0.1.3,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Unused Storage Accounts,0.1.3,Azure Resource Manager,Microsoft.Storage/storageAccounts/delete,false,false
Azure Unused Storage Accounts,0.1.3,Flexera,billing_center_viewer,true,true
Azure Unused Virtual Network Gateways,0.1.5,Azure Resource Manager,Microsoft.Network/connections/read,true,true
Azure Unused Virtual Network Gateways,0.1.5,Azure Resource Manager,Microsoft.Network/virtualNetworkGateways/read,true,true
Azure Unused Virtual Network Gateways,0.1.5,Azure Resource Manager,Microsoft.Network/virtualNetworkGateways/delete,false,false
Azure Unused Virtual Network Gateways,0.1.5,Flexera,billing_center_viewer,true,true
Azure Unused Volumes,8.2.7,Azure Resource Manager,Microsoft.Compute/disks/read,true,true
Azure Unused Volumes,8.2.7,Azure Resource Manager,Microsoft.Compute/disks/write,false,false
Azure Unused Volumes,8.2.7,Azure Resource Manager,Microsoft.Compute/snapshots/write,false,false
Azure Unused Volumes,8.2.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,false,false
Azure Unused Volumes,8.2.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,false,false
Azure Unused Volumes,8.2.7,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Unused Volumes,8.2.7,Flexera,billing_center_viewer,true,true
Azure Usage Report - Amount of Instance Memory Used,2.1.8,Flexera,billing_center_viewer,true,true
Azure Usage Report - Instance Time Used,1.0.8,Flexera,billing_center_viewer,true,true
Azure Usage Report - Number of Instance Hours Used,2.1.7,Flexera,billing_center_viewer,true,true
Azure Usage Report - Number of Instance vCPUs Used,2.1.8,Flexera,billing_center_viewer,true,true
Azure VMs Not Using Managed Disks,4.0.5,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure VMs Not Using Managed Disks,4.0.5,Flexera,billing_center_viewer,true,true
Azure Web Apps With Unoptimized Scaling,0.2.5,Azure Resource Manager,Microsoft.Web/sites/read,true,true
Azure Web Apps With Unoptimized Scaling,0.2.5,Azure Resource Manager,Microsoft.Insights/autoscalesettings/read,true,true
Azure Web Apps With Unoptimized Scaling,0.2.5,Flexera,billing_center_viewer,true,true
Azure Web Apps Without Secure TLS,3.0.5,Azure Resource Manager,Microsoft.Web/sites/read,true,true
Azure Web Apps Without Secure TLS,3.0.5,Flexera,billing_center_viewer,true,true
Billing Center Access Report,3.1.5,Flexera,billing_center_viewer,true,true
Billing Center Access Report,3.1.5,Flexera,enterprise_manager,true,true
Budget Alerts,3.4.2,Flexera,billing_center_viewer,true,true
Budget vs Actual Spend Report,2.5.6,Flexera,billing_center_viewer,true,true
Budget vs Actual Spend Report,2.5.6,Flexera,budget_viewer,true,true
Cheaper Regions,2.4.6,Flexera,billing_center_viewer,true,true
Cheaper Regions,2.4.6,Flexera,policy_designer,true,true
Cheaper Regions,2.4.6,Flexera,policy_manager,true,true
Cheaper Regions,2.4.6,Flexera,policy_publisher,true,true
Cloud Bill Processing Error Notification,2.6.3,Flexera,ca_user,true,true
Cloud Bill Processing Error Notification,2.6.3,Flexera,csm_bill_upload_admin,true,true
Cloud Bill Processing Error Notification,2.6.3,Flexera,enterprise_manager,true,true
Cloud Bill Processing Error Notification,2.6.3,Flexera,observer,true,true
Cloud Cost Anomaly Alerts,4.0.1,Flexera,policy_manager,true,true
Cloud Cost Anomaly Alerts,4.0.1,Flexera,billing_center_viewer,true,true
Cloud Spend Forecast - Straight-Line,4.0.4,Flexera,billing_center_viewer,true,true
Cloud Spend Moving Average Report,4.0.4,Flexera,billing_center_viewer,true,true
Common Bill Ingestion from AWS S3 Object Storage,0.2.3,AWS,s3:GetObject,false,true
Common Bill Ingestion from AWS S3 Object Storage,0.2.3,Flexera,billing_center_viewer,true,true
Common Bill Ingestion from AWS S3 Object Storage,0.2.3,Flexera,csm_bill_upload_admin,true,true
Common Bill Ingestion from AWS S3 Object Storage (Iterating),0.1.1,AWS,s3:ListBucket,false,true
Common Bill Ingestion from AWS S3 Object Storage (Iterating),0.1.1,AWS,s3:GetObject,false,true
Common Bill Ingestion from AWS S3 Object Storage (Iterating),0.1.1,Flexera,billing_center_viewer,true,true
Common Bill Ingestion from AWS S3 Object Storage (Iterating),0.1.1,Flexera,csm_bill_upload_admin,true,true
Common Bill Ingestion from Azure Blob Storage,0.2.3,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read,true,true
Common Bill Ingestion from Azure Blob Storage,0.2.3,Flexera,billing_center_viewer,true,true
Common Bill Ingestion from Azure Blob Storage,0.2.3,Flexera,csm_bill_upload_admin,true,true
Common Bill Ingestion from Azure Blob Storage (Iterating),0.1.1,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/read,true,true
Common Bill Ingestion from Azure Blob Storage (Iterating),0.1.1,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read,true,true
Common Bill Ingestion from Azure Blob Storage (Iterating),0.1.1,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/blobs/list/action,true,true
Common Bill Ingestion from Azure Blob Storage (Iterating),0.1.1,Flexera,billing_center_viewer,true,true
Common Bill Ingestion from Azure Blob Storage (Iterating),0.1.1,Flexera,csm_bill_upload_admin,true,true
Configure Custom Branding,0.1.3,Flexera,manage_organization,false,true
Currency Conversion,5.0.4,Flexera,enterprise_manager,true,true
Dynamic Dashboards,0.1.0,Flexera,billing_center_viewer,true,true
Dynamic Dashboards,0.1.0,Flexera,csm_dashboard_admin,true,true
Email Cost Optimization Recommendations,0.6.3,Flexera,billing_center_viewer,true,true
FinOps Dashboards,0.1.2,Flexera,csm_dashboard_admin,true,true
Fixed Cost Common Bill Ingestion,0.3.1,Flexera,billing_center_viewer,true,true
Fixed Cost Common Bill Ingestion,0.3.1,Flexera,csm_bill_upload_admin,true,true
Flexera Automation Disallowed Credentials,0.1.3,Flexera,credential_viewer,true,true
Flexera Automation Disallowed Credentials,0.1.3,Flexera,iam_admin,false,false
Flexera Automation Expiring Credentials,0.1.3,Flexera,credential_viewer,true,true
Flexera Automation Expiring Credentials,0.1.3,Flexera,iam_admin,false,false
Flexera Automation Outdated Applied Policies,0.2.6,Flexera,policy_viewer,true,true
Flexera Automation Outdated Applied Policies,0.2.6,Flexera,policy_manager,false,false
Flexera Billing Centers from Dimension Values,0.1.6,Flexera,billing_center_admin,true,true
Flexera CCO Delete All Billing Centers,1.1.4,Flexera,billing_center_admin,true,true
Flexera CCO Delete All Billing Centers,1.1.4,Flexera,policy_manager,true,true
Flexera FOCUS Report,0.1.6,Flexera,billing_center_viewer,true,true
Flexera Onboarding,0.1.3,Flexera,org_owner,true,true
Flexera One API Event Report,0.1.3,Flexera,iam_admin,true,true
Flexera One User Access Report,0.1.4,Flexera,iam_admin,true,true
Flexera Users With Explicit Roles,4.0.4,Flexera,iam_admin,true,true
GitHub Available Seats,3.0.4,Flexera,billing_center_viewer,true,true
GitHub Available Seats,3.0.4,GitHub,admin:org,true,true
GitHub Repositories Without Admin Team,3.0.4,Flexera,billing_center_viewer,true,true
GitHub Repositories Without Admin Team,3.0.4,GitHub,admin:org,true,true
GitHub Repository Branches Without Protection,3.0.4,Flexera,billing_center_viewer,true,true
GitHub Repository Branches Without Protection,3.0.4,GitHub,admin:org,true,true
GitHub Undersized Repositories,3.0.4,Flexera,billing_center_viewer,true,true
GitHub Undersized Repositories,3.0.4,GitHub,admin:org,true,true
GitHub Unpermitted Outside Collaborators,3.0.4,Flexera,billing_center_viewer,true,true
GitHub Unpermitted Outside Collaborators,3.0.4,GitHub,admin:org,true,true
GitHub Unpermitted Repository Names,3.0.4,Flexera,billing_center_viewer,true,true
GitHub Unpermitted Repository Names,3.0.4,GitHub,admin:org,true,true
GitHub Unpermitted Top-Level Teams,3.0.4,Flexera,billing_center_viewer,true,true
GitHub Unpermitted Top-Level Teams,3.0.4,GitHub,admin:org,true,true
Google Cheaper Regions,1.0.4,Flexera,billing_center_viewer,true,true
Google Cloud Run Anomaly Detection,0.2.2,Google Cloud,resourcemanager.projects.get,true,true
Google Cloud Run Anomaly Detection,0.2.2,Google Cloud,compute.regions.list,true,true
Google Cloud Run Anomaly Detection,0.2.2,Google Cloud,run.services.list,true,true
Google Cloud Run Anomaly Detection,0.2.2,Google Cloud,monitoring.timeSeries.list,true,true
Google Cloud Storage Without Lifecycle Configuration,0.2.4,Google Cloud,resourcemanager.projects.get,true,true
Google Cloud Storage Without Lifecycle Configuration,0.2.4,Google Cloud,storage.buckets.list,true,true
Google Cloud Storage Without Lifecycle Configuration,0.2.4,Flexera,billing_center_viewer,true,true
Google Committed Use Discount Recommender,4.3.4,Google Cloud,resourcemanager.projects.get,true,true
Google Committed Use Discount Recommender,4.3.4,Google Cloud,compute.regions.list,true,true
