policy_name,policy_file,policy_version,datasource_name,api_service,method,endpoint,operation,field,permission
MSP Invoiceable Spend Report,operational/flexera/msp/msp_invoiceable_spend_report/flexera_msp_invoiceable_spend_report.pt,0.1.0,ds_parent_org_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,{entire response},
MSP Invoiceable Spend Report,operational/flexera/msp/msp_invoiceable_spend_report/flexera_msp_invoiceable_spend_report.pt,0.1.0,ds_parent_org_rbds,Flexera,GET,https://{flexera_api_host}/finops-customizations/v1/orgs/{org}/rule-based-dimensions,List Rule Based Dimensions,{entire response},
MSP Invoiceable Spend Report,operational/flexera/msp/msp_invoiceable_spend_report/flexera_msp_invoiceable_spend_report.pt,0.1.0,ds_parent_org_costs_not_allocated,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,{entire response},
MSP Invoiceable Spend Report,operational/flexera/msp/msp_invoiceable_spend_report/flexera_msp_invoiceable_spend_report.pt,0.1.0,ds_parent_org_costs_not_allocated_excluded,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,{entire response},
MSP Invoiceable Spend Report,operational/flexera/msp/msp_invoiceable_spend_report/flexera_msp_invoiceable_spend_report.pt,0.1.0,ds_parent_org_costs_by_child_org,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,{entire response},
MSP Invoiceable Spend Report,operational/flexera/msp/msp_invoiceable_spend_report/flexera_msp_invoiceable_spend_report.pt,0.1.0,ds_parent_org_costs_excluded_by_child_org,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,{entire response},
New Usage,cost/flexera/cco/new_usage/new_usage.pt,3.1.3,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
New Usage,cost/flexera/cco/new_usage/new_usage.pt,3.1.3,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers,List Billing Centers,href,
New Usage,cost/flexera/cco/new_usage/new_usage.pt,3.1.3,ds_dimensions_list,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/dimensions,List Dimensions,id,
New Usage,cost/flexera/cco/new_usage/new_usage.pt,3.1.3,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
New Usage,cost/flexera/cco/new_usage/new_usage.pt,3.1.3,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
New Usage,cost/flexera/cco/new_usage/new_usage.pt,3.1.3,ds_current_bill,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,dimensions,
New Usage,cost/flexera/cco/new_usage/new_usage.pt,3.1.3,ds_previous_bill,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,dimensions,
Office 365 Security Alerts,saas/office365/security_alerts/o365_security_alerts.pt,3.1.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Office 365 Security Alerts,saas/office365/security_alerts/o365_security_alerts.pt,3.1.0,ds_alerts,Microsoft Graph,GET,https://graph.microsoft.com/v1.0/security/alerts_v2,Get Alerts V2,id,
Okta Inactive Users,saas/okta/inactive_users/okta_inactive_users.pt,3.1.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Okta Inactive Users,saas/okta/inactive_users/okta_inactive_users.pt,3.1.0,ds_okta_users,Okta,GET,https://{org}.okta.com/api/v1/users?filter=status eq &limit=200,List Users,id,
Okta Inactive Users,saas/okta/inactive_users/okta_inactive_users.pt,3.1.0,define_deactivate_user,Okta,POST,https://{org}.okta.com/{id},Create Resource,{entire response},
Oracle Cloud Advisor: Object Storage Without Lifecycle Management,cost/oracle/advisor_lifecycle_mgmt/oracle_advisor_lifecycle_mgmt.pt,0.2.3,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Oracle Cloud Advisor: Object Storage Without Lifecycle Management,cost/oracle/advisor_lifecycle_mgmt/oracle_advisor_lifecycle_mgmt.pt,0.2.3,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Oracle Cloud Advisor: Object Storage Without Lifecycle Management,cost/oracle/advisor_lifecycle_mgmt/oracle_advisor_lifecycle_mgmt.pt,0.2.3,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Oracle Cloud Advisor: Object Storage Without Lifecycle Management,cost/oracle/advisor_lifecycle_mgmt/oracle_advisor_lifecycle_mgmt.pt,0.2.3,ds_oci_recommendation_list,Oracle,GET,https://optimizer.{region}.oci.oraclecloud.com/20200606/recommendations?compartmentIdInSubtree=true&compartmentId={dynamic},List Recommendations,id,
Oracle Cloud Advisor: Object Storage Without Lifecycle Management,cost/oracle/advisor_lifecycle_mgmt/oracle_advisor_lifecycle_mgmt.pt,0.2.3,ds_oci_recommendation_actions,Oracle,POST,https://optimizer.{region}.oci.oraclecloud.com/20200606/actions/filterResourceActions?compartmentIdInSubtree=true&includeResourceMetadata=true&compartmentId={dynamic}&recommendationId={dynamic},Create Filter Resource Actions,compartmentName,
Oracle Cloud Advisor: Rightsize Autonomous Database Service,cost/oracle/advisor_rightsize_autodbs/oracle_advisor_rightsize_autodbs.pt,0.2.3,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Oracle Cloud Advisor: Rightsize Autonomous Database Service,cost/oracle/advisor_rightsize_autodbs/oracle_advisor_rightsize_autodbs.pt,0.2.3,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Oracle Cloud Advisor: Rightsize Autonomous Database Service,cost/oracle/advisor_rightsize_autodbs/oracle_advisor_rightsize_autodbs.pt,0.2.3,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Oracle Cloud Advisor: Rightsize Autonomous Database Service,cost/oracle/advisor_rightsize_autodbs/oracle_advisor_rightsize_autodbs.pt,0.2.3,ds_oci_recommendation_list,Oracle,GET,https://optimizer.{region}.oci.oraclecloud.com/20200606/recommendations?compartmentIdInSubtree=true&compartmentId={dynamic},List Recommendations,id,
Oracle Cloud Advisor: Rightsize Autonomous Database Service,cost/oracle/advisor_rightsize_autodbs/oracle_advisor_rightsize_autodbs.pt,0.2.3,ds_oci_recommendation_actions,Oracle,POST,https://optimizer.{region}.oci.oraclecloud.com/20200606/actions/filterResourceActions?compartmentIdInSubtree=true&includeResourceMetadata=true&compartmentId={dynamic}&recommendationId={dynamic},Create Filter Resource Actions,compartmentName,
Oracle Cloud Advisor: Rightsize Autonomous Database Service,cost/oracle/advisor_rightsize_autodbs/oracle_advisor_rightsize_autodbs.pt,0.2.3,define_downsize_instance,Oracle,PUT,https://database.{id}.oraclecloud.com/20160918/autonomousDatabases/id,Update Autonomous Databases,{entire response},
Oracle Cloud Advisor: Rightsize Base Database Service,cost/oracle/advisor_rightsize_basedbs/oracle_advisor_rightsize_basedbs.pt,0.2.3,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Oracle Cloud Advisor: Rightsize Base Database Service,cost/oracle/advisor_rightsize_basedbs/oracle_advisor_rightsize_basedbs.pt,0.2.3,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Oracle Cloud Advisor: Rightsize Base Database Service,cost/oracle/advisor_rightsize_basedbs/oracle_advisor_rightsize_basedbs.pt,0.2.3,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Oracle Cloud Advisor: Rightsize Base Database Service,cost/oracle/advisor_rightsize_basedbs/oracle_advisor_rightsize_basedbs.pt,0.2.3,ds_oci_recommendation_list,Oracle,GET,https://optimizer.{region}.oci.oraclecloud.com/20200606/recommendations?compartmentIdInSubtree=true&compartmentId={dynamic},List Recommendations,id,
Oracle Cloud Advisor: Rightsize Base Database Service,cost/oracle/advisor_rightsize_basedbs/oracle_advisor_rightsize_basedbs.pt,0.2.3,ds_oci_recommendation_actions,Oracle,POST,https://optimizer.{region}.oci.oraclecloud.com/20200606/actions/filterResourceActions?compartmentIdInSubtree=true&includeResourceMetadata=true&compartmentId={dynamic}&recommendationId={dynamic},Create Filter Resource Actions,compartmentName,
Oracle Cloud Advisor: Rightsize Base Database Service,cost/oracle/advisor_rightsize_basedbs/oracle_advisor_rightsize_basedbs.pt,0.2.3,define_downsize_instance,Oracle,PUT,https://database.{id}.oraclecloud.com/20160918/dbSystems/id,Update Db Systems,{entire response},
Oracle Cloud Advisor: Rightsize Load Balancers,cost/oracle/advisor_rightsize_lbs/oracle_advisor_rightsize_lbs.pt,0.2.3,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Oracle Cloud Advisor: Rightsize Load Balancers,cost/oracle/advisor_rightsize_lbs/oracle_advisor_rightsize_lbs.pt,0.2.3,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Oracle Cloud Advisor: Rightsize Load Balancers,cost/oracle/advisor_rightsize_lbs/oracle_advisor_rightsize_lbs.pt,0.2.3,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Oracle Cloud Advisor: Rightsize Load Balancers,cost/oracle/advisor_rightsize_lbs/oracle_advisor_rightsize_lbs.pt,0.2.3,ds_oci_recommendation_list,Oracle,GET,https://optimizer.{region}.oci.oraclecloud.com/20200606/recommendations?compartmentIdInSubtree=true&compartmentId={dynamic},List Recommendations,id,
Oracle Cloud Advisor: Rightsize Load Balancers,cost/oracle/advisor_rightsize_lbs/oracle_advisor_rightsize_lbs.pt,0.2.3,ds_oci_recommendation_actions,Oracle,POST,https://optimizer.{region}.oci.oraclecloud.com/20200606/actions/filterResourceActions?compartmentIdInSubtree=true&includeResourceMetadata=true&compartmentId={dynamic}&recommendationId={dynamic},Create Filter Resource Actions,compartmentName,
Oracle Cloud Advisor: Rightsize Load Balancers,cost/oracle/advisor_rightsize_lbs/oracle_advisor_rightsize_lbs.pt,0.2.3,define_downsize_lb,Oracle,PUT,https://iaas.{id}.oraclecloud.com/20170115/loadBalancers/id/updateShape,Update Update Shape,{entire response},
Oracle Cloud Advisor: Rightsize Virtual Machines,cost/oracle/advisor_rightsize_vms/oracle_advisor_rightsize_vms.pt,0.3.3,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Oracle Cloud Advisor: Rightsize Virtual Machines,cost/oracle/advisor_rightsize_vms/oracle_advisor_rightsize_vms.pt,0.3.3,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Oracle Cloud Advisor: Rightsize Virtual Machines,cost/oracle/advisor_rightsize_vms/oracle_advisor_rightsize_vms.pt,0.3.3,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Oracle Cloud Advisor: Rightsize Virtual Machines,cost/oracle/advisor_rightsize_vms/oracle_advisor_rightsize_vms.pt,0.3.3,ds_oci_recommendation_list,Oracle,GET,https://optimizer.{region}.oci.oraclecloud.com/20200606/recommendations?compartmentIdInSubtree=true&compartmentId={dynamic},List Recommendations,id,
Oracle Cloud Advisor: Rightsize Virtual Machines,cost/oracle/advisor_rightsize_vms/oracle_advisor_rightsize_vms.pt,0.3.3,ds_oci_recommendation_actions,Oracle,POST,https://optimizer.{region}.oci.oraclecloud.com/20200606/actions/filterResourceActions?compartmentIdInSubtree=true&includeResourceMetadata=true&compartmentId={dynamic}&recommendationId={dynamic},Create Filter Resource Actions,compartmentName,
Oracle Cloud Advisor: Rightsize Virtual Machines,cost/oracle/advisor_rightsize_vms/oracle_advisor_rightsize_vms.pt,0.3.3,define_downsize_instance,Oracle,PUT,https://iaas.{id}.oraclecloud.com/20160918/instances/id,Update Instances,{entire response},
Oracle Cloud Advisor: Rightsize Virtual Machines,cost/oracle/advisor_rightsize_vms/oracle_advisor_rightsize_vms.pt,0.3.3,define_terminate_instance,Oracle,DELETE,https://iaas.{id}.oraclecloud.com/20160918/instances/id,Delete Instances,{entire response},
Oracle Cloud Advisor: Unattached Volumes,cost/oracle/advisor_unattached_volumes/oracle_advisor_unattached_volumes.pt,0.2.3,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Oracle Cloud Advisor: Unattached Volumes,cost/oracle/advisor_unattached_volumes/oracle_advisor_unattached_volumes.pt,0.2.3,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Oracle Cloud Advisor: Unattached Volumes,cost/oracle/advisor_unattached_volumes/oracle_advisor_unattached_volumes.pt,0.2.3,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Oracle Cloud Advisor: Unattached Volumes,cost/oracle/advisor_unattached_volumes/oracle_advisor_unattached_volumes.pt,0.2.3,ds_oci_recommendation_list,Oracle,GET,https://optimizer.{region}.oci.oraclecloud.com/20200606/recommendations?compartmentIdInSubtree=true&compartmentId={dynamic},List Recommendations,id,
Oracle Cloud Advisor: Unattached Volumes,cost/oracle/advisor_unattached_volumes/oracle_advisor_unattached_volumes.pt,0.2.3,ds_oci_recommendation_actions,Oracle,POST,https://optimizer.{region}.oci.oraclecloud.com/20200606/actions/filterResourceActions?compartmentIdInSubtree=true&includeResourceMetadata=true&compartmentId={dynamic}&recommendationId={dynamic},Create Filter Resource Actions,compartmentName,
Oracle Cloud Advisor: Unattached Volumes,cost/oracle/advisor_unattached_volumes/oracle_advisor_unattached_volumes.pt,0.2.3,define_delete_volume,Oracle,DELETE,https://iaas.{id}.oraclecloud.com/20160918/volumes/id,Delete Volumes,{entire response},
Oracle Cloud Common Bill Ingestion,cost/oracle/oracle_cbi/oracle_cbi.pt,3.3.5,ds_existing_bill_uploads,Flexera,GET,https://{rs_optima_host}/optima/orgs/{org}/billUploads?billConnectId={dynamic}&billingPeriod={dynamic},List Bill Uploads,{entire response},
