policy_name,policy_file,policy_version,datasource_name,api_service,method,endpoint,operation,field,permission
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers,List Billing Centers,href,
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,ds_azure_subscriptions,Azure,GET,https://management.azure.com/subscriptions/?api-version=2020-01-01,List Subscriptions,subscriptionId,Microsoft.Resources/subscriptions/read
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,ds_azure_instances,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.Compute/virtualMachines?api-version=2024-07-01,List Virtual Machines,id,Microsoft.Compute/virtualMachines/read
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,ds_azure_instance_statuses,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.Compute/virtualMachines?api-version=2024-03-01&statusOnly=true,List Virtual Machines,id,Microsoft.Compute/virtualMachines/read
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,ds_azure_metrics_batch,Azure,POST,"https://metrics.monitor.azure.cn/subscriptions/{id}/metrics:getBatch?api-version=2023-10-01&metricnames=Percentage CPU,Available Memory Percentage&metricnamespace=Microsoft.Compute/VirtualMachines&aggregation=average,maximum,minimum",Create Metrics:get Batch,value,Microsoft.Insights/metrics/read
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,ds_instance_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,ds_azure_instance_size_details,Azure,GET,https://management.azure.com/subscriptions/{subscriptionId}/providers/Microsoft.Compute/locations/{region}/vmSizes?api-version=2024-07-01,List Locations,name,Microsoft.Compute/locations/vmSizes/read
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,ds_azure_compute_instance_types,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/azure_compute_instance_types.json,Get Raw Content,{entire response},
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,define_downsize_instance,Azure,PATCH,https://management.azure.com/subscriptions/id/providers/Microsoft.Compute/virtualMachines/{id}?api-version=2023-07-01,Update Virtual Machines,{entire response},Microsoft.Compute/virtualMachines/write
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,define_poweroff_instance,Azure,POST,https://management.azure.com/subscriptions/id/providers/Microsoft.Compute/virtualMachines/{id}/powerOff?api-version=2023-07-01,Create Virtual Machines,{entire response},Microsoft.Compute/virtualMachines/powerOff/action
Azure Rightsize Compute Instances,cost/azure/rightsize_compute_instances/azure_compute_rightsizing.pt,6.5.0,define_delete_instance,Azure,DELETE,https://management.azure.com/subscriptions/id/providers/Microsoft.Compute/virtualMachines/{id}?api-version=2023-07-01,Delete Virtual Machines,{entire response},Microsoft.Compute/virtualMachines/delete
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers,List Billing Centers,href,
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_azure_subscriptions,Azure,GET,https://management.azure.com/subscriptions/?api-version=2020-01-01,List Subscriptions,subscriptionId,Microsoft.Resources/subscriptions/read
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_azure_instances,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.Compute/virtualMachines?api-version=2024-07-01,List Virtual Machines,id,Microsoft.Compute/virtualMachines/read
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_azure_instance_statuses,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.Compute/virtualMachines?api-version=2024-07-01&statusOnly=true,List Virtual Machines,id,Microsoft.Compute/virtualMachines/read
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_azure_metrics_batch,Azure,POST,"https://metrics.monitor.azure.cn/subscriptions/{id}/metrics:getBatch?api-version=2023-10-01&interval=PT15M&metricnames=Percentage CPU,Available Memory Percentage,Disk Read Bytes,Disk Write Bytes,Disk Read Operations/Sec,Disk Write Operations/Sec,Network In Total,Network Out Total&metricnamespace=Microsoft.Compute/VirtualMachines&aggregation=average,maximum,minimum,total",Create Metrics:get Batch,value,Microsoft.Insights/metrics/read
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_instance_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_azure_instance_size_details,Azure,GET,https://management.azure.com/subscriptions/{subscriptionId}/providers/Microsoft.Compute/skus?api-version=2021-07-01&$filter={dynamic},List Skus,name,Microsoft.Compute/skus/read
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_azure_compute_instance_types,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/azure_compute_instance_types.json,Get Raw Content,{entire response},
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_azure_vm_pricing,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/azure_vm_pricing.json,Get Raw Content,{entire response},
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_azure_regions,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/regions.json,Get Raw Content,{entire response},
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,define_downsize_instance,Azure,PATCH,https://management.azure.com/subscriptions/id/providers/Microsoft.Compute/virtualMachines/{id}?api-version=2023-07-01,Update Virtual Machines,{entire response},Microsoft.Compute/virtualMachines/write
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,define_poweroff_instance,Azure,POST,https://management.azure.com/subscriptions/id/providers/Microsoft.Compute/virtualMachines/{id}/powerOff?api-version=2023-07-01,Create Virtual Machines,{entire response},Microsoft.Compute/virtualMachines/powerOff/action
Azure Rightsize Compute Instances (Cross-Family),cost/azure/rightsize_compute_instances_cross_family/azure_rightsize_compute_instances_cross_family.pt,0.1.0,define_delete_instance,Azure,DELETE,https://management.azure.com/subscriptions/id/providers/Microsoft.Compute/virtualMachines/{id}?api-version=2023-07-01,Delete Virtual Machines,{entire response},Microsoft.Compute/virtualMachines/delete
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_azure_subscriptions,Azure,GET,https://management.azure.com/subscriptions/?api-version=2020-01-01,List Subscriptions,subscriptionId,Microsoft.Resources/subscriptions/read
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_azure_disks,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.Compute/disks?api-version=2019-07-01,List Disks,id,Microsoft.Compute/disks/read
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_azure_virtual_machines,Azure,GET,https://management.azure.com/subscriptions/{id}/resourceGroups/{rg}/providers/Microsoft.Compute/virtualMachines/{name}?api-version=2023-07-01,List Virtual Machines,id,Microsoft.Compute/virtualMachines/read
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_azure_virtual_machines_with_metrics,Azure,GET,"https://management.azure.com/providers/microsoft.insights/metrics?api-version=2018-01-01&metricnames=OS Disk IOPS Consumed Percentage,OS Disk Bandwidth Consumed Percentage,Data Disk IOPS Consumed Percentage,Data Disk Bandwidth Consumed Percentage&$filter=LUN eq &aggregation=Average, Maximum, Minimum",List Metrics,value,Microsoft.Insights/metrics/read
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_azure_md_tier_types,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/azure_md_tier_types.json,Get Raw Content,{entire response},
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_azure_md_pricing,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/azure_md_pricing.json,Get Raw Content,{entire response},
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_azure_disk_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Azure Rightsize Managed Disks,cost/azure/rightsize_managed_disks/azure_rightsize_managed_disks.pt,2.8.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers,List Billing Centers,href,
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,ds_azure_subscriptions,Azure,GET,https://management.azure.com/subscriptions/?api-version=2020-01-01,List Subscriptions,subscriptionId,Microsoft.Resources/subscriptions/read
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,ds_azure_mysql_flexible,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.DBforMySQL/flexibleServers?api-version=2023-12-30,List Flexible Servers,id,Microsoft.DBforMySQL/flexibleServers/read
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,ds_azure_mysql_metrics,Azure,GET,"https://management.azure.com/providers/microsoft.insights/metrics?api-version=2018-01-01&metricnames=cpu_percent,total_connections&aggregation=Average,Minimum,Maximum,count",List Metrics,value,Microsoft.Insights/metrics/read
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,ds_azure_mysql_resize_map,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/mysql_flexible_tier_types.json,Get Raw Content,{entire response},
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,ds_mysql_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,define_downsize_server,Azure,PATCH,https://management.azure.com/subscriptions/id/providers/Microsoft.DBforMySQL/flexibleServers/{id}?api-version=2023-12-30,Update Flexible Servers,{entire response},Microsoft.DBforMySQL/flexibleServers/write
Azure Rightsize MySQL Flexible Servers,cost/azure/rightsize_mysql_flexible/azure_rightsize_mysql_flexible.pt,0.4.0,define_delete_server,Azure,DELETE,https://management.azure.com/subscriptions/id/providers/Microsoft.DBforMySQL/flexibleServers/{id}?api-version=2023-12-30,Delete Flexible Servers,{entire response},Microsoft.DBforMySQL/flexibleServers/delete
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers,List Billing Centers,href,
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,ds_azure_subscriptions,Azure,GET,https://management.azure.com/subscriptions/?api-version=2020-01-01,List Subscriptions,subscriptionId,Microsoft.Resources/subscriptions/read
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,ds_azure_mysql_single,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.DBforMySQL/servers?api-version=2020-01-01,List Servers,id,Microsoft.DBforMySQL/servers/read
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,ds_azure_mysql_metrics,Azure,GET,"https://management.azure.com/providers/microsoft.insights/metrics?api-version=2018-01-01&metricnames=cpu_percent,active_connections&aggregation=Average,Minimum,Maximum,count",List Metrics,value,Microsoft.Insights/metrics/read
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,ds_azure_mysql_resize_map,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/sql_service_tier_types.json,Get Raw Content,{entire response},
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,ds_mysql_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,define_downsize_server,Azure,PATCH,https://management.azure.com/subscriptions/id/providers/Microsoft.DBforMySQL/servers/{id}?api-version=2020-01-01,Update Servers,{entire response},Microsoft.DBforMySQL/servers/write
Azure Rightsize MySQL Single Servers,cost/azure/rightsize_mysql_single/azure_rightsize_mysql_single.pt,0.4.0,define_delete_server,Azure,DELETE,https://management.azure.com/subscriptions/id/providers/Microsoft.DBforMySQL/servers/{id}?api-version=2020-01-01,Delete Servers,{entire response},Microsoft.DBforMySQL/servers/delete
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,ds_azure_subscriptions,Azure,GET,https://management.azure.com/subscriptions/?api-version=2020-01-01,List Subscriptions,subscriptionId,Microsoft.Resources/subscriptions/read
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,ds_naf_accounts,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.NetApp/netAppAccounts?api-version=2023-05-01,List Net App Accounts,id,Microsoft.NetApp/netAppAccounts/read
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,ds_naf_capacity_pools,Azure,GET,https://management.azure.com/subscriptions/{subscription_id}/resourceGroups/{resource_group_name}/providers/Microsoft.NetApp/netAppAccounts/{naf_account_name}/capacityPools?api-version=2023-05-01,List Net App Accounts,subscription_id,Microsoft.NetApp/netAppAccounts/capacityPools/read
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,ds_naf_pool_metrics,Azure,GET,"https://management.azure.com/providers/microsoft.insights/metrics?api-version=2018-01-01&metricnames=VolumePoolAllocatedUsed,VolumePoolTotalLogicalSize,VolumePoolAllocatedSize",List Metrics,subscription_id,Microsoft.Insights/metrics/read
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,ds_naf_get_costs,Azure,GET,https://prices.azure.com/api/retail/prices?api-version=2021-10-01-preview&$filter=serviceName eq ,List Prices,retailPrice,
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,ds_naf_volumes,Azure,GET,https://management.azure.com/subscriptions/{subscription_id}/resourceGroups/{resource_group_name}/providers/Microsoft.NetApp/netAppAccounts/{naf_account_name}/capacityPools/{naf_pool_name}/volumes?api-version=2023-05-01,List Net App Accounts,subscription_id,Microsoft.NetApp/netAppAccounts/capacityPools/volumes/read
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,ds_naf_volume_metrics,Azure,GET,"https://management.azure.com/providers/microsoft.insights/metrics?api-version=2018-01-01&metricnames=VolumeLogicalSize,VolumeConsumedSizePercentage",List Metrics,subscription_id,Microsoft.Insights/metrics/read
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,define_set_pool_size,Azure,PATCH,https://management.azure.com/subscriptions/{id}/resourceGroups/{id}/providers/Microsoft.NetApp/netAppAccounts/{id}/capacityPools/{id}/{id}?api-version=2023-05-01,Update Net App Accounts,{entire response},Microsoft.NetApp/netAppAccounts/capacityPools/write
Azure Rightsize NetApp Resources,cost/azure/rightsize_netapp/azure_rightsize_netapp.pt,2.2.0,define_set_volume_size,Azure,PATCH,https://management.azure.com/subscriptions/{id}/resourceGroups/{id}/providers/Microsoft.NetApp/netAppAccounts/{id}/capacityPools/{id}/volumes/{id}/{id}?api-version=2023-07-01,Update Net App Accounts,{entire response},Microsoft.NetApp/netAppAccounts/capacityPools/volumes/write
Azure Rightsize SQL Database Storage,cost/azure/rightsize_sql_storage/azure_rightsize_sql_storage.pt,0.3.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Azure Rightsize SQL Database Storage,cost/azure/rightsize_sql_storage/azure_rightsize_sql_storage.pt,0.3.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Azure Rightsize SQL Database Storage,cost/azure/rightsize_sql_storage/azure_rightsize_sql_storage.pt,0.3.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Azure Rightsize SQL Database Storage,cost/azure/rightsize_sql_storage/azure_rightsize_sql_storage.pt,0.3.0,ds_currency_conversion,Flexera,GET,https://api.xe-auth.flexeraeng.com/prod/{proxy+}?from=USD&amount=1&to={dynamic},Get Prod,from,
Azure Rightsize SQL Database Storage,cost/azure/rightsize_sql_storage/azure_rightsize_sql_storage.pt,0.3.0,ds_azure_subscriptions,Azure,GET,https://management.azure.com/subscriptions/?api-version=2020-01-01,List Subscriptions,subscriptionId,Microsoft.Resources/subscriptions/read
Azure Rightsize SQL Database Storage,cost/azure/rightsize_sql_storage/azure_rightsize_sql_storage.pt,0.3.0,ds_azure_sql_servers,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.Sql/servers?api-version=2022-02-01-preview,List Servers,id,Microsoft.Sql/servers/read
Azure Rightsize SQL Database Storage,cost/azure/rightsize_sql_storage/azure_rightsize_sql_storage.pt,0.3.0,ds_azure_sql_databases,Azure,GET,https://management.azure.com/subscriptions/id/providers/Microsoft.Sql/servers/{id}/databases?api-version=2022-02-01-preview,List Servers,id,Microsoft.Sql/servers/databases/read
Azure Rightsize SQL Database Storage,cost/azure/rightsize_sql_storage/azure_rightsize_sql_storage.pt,0.3.0,ds_azure_sql_database_metrics,Azure,GET,https://management.azure.com/providers/microsoft.insights/metrics?api-version=2018-01-01&metricnames=storage&aggregation=total&interval=PT1M,List Metrics,value,Microsoft.Insights/metrics/read
